dish_id, total_calories, total_mass, total_fat, total_carb, total_protein, ingredients
dish_1551567170, 244.298004, 108.000000, 20.165001, 13.473000, 8.390000, asparagus; lemon; nuts
dish_1566416339, 77.979889, 186.000000, 3.410321, 11.653813, 2.489692, eggplant; green beans; salt; olive oil
dish_1560441511, 51.919998, 123.000000, 0.296000, 12.700000, 0.864000, watermelon; cantaloupe; berries
dish_1551390006, 58.400002, 80.000000, 3.840000, 1.520000, 6.400000, tofu
dish_1558640604, 60.839996, 117.000000, 0.234000, 16.379999, 0.351000, apple
dish_1559667973, 334.460022, 179.000000, 17.980000, 24.923002, 17.512400, bagels; cream cheese; scrambled eggs
dish_1567110811, 537.987976, 282.000000, 31.243414, 21.507914, 39.921242, bok choy; pepper; vinegar; pizza; cucumbers; olive oil; spinach (cooked); lettuce; cherry tomatoes; beef; millet; onions; lime; mixed greens; shallots; salt
dish_1551487735, 4.080000, 20.000000, 0.020000, 0.780000, 0.440000, asparagus
dish_1551224928, 67.079994, 129.000000, 0.258000, 18.059999, 0.387000, apple
dish_1563568118, 139.833847, 134.000000, 16.134104, 4.556470, 18.415512, chard; kale; parsley; garlic; shallots; chive; olive oil; salt; fish; cherry tomatoes; wheat berry; lemon juice
dish_1562097653, 116.165520, 102.000000, 5.921285, 14.058498, 3.374529, beets; onions; vinegar; lettuce; carrot; salt; mustard; arugula; olive oil; wheat berry
dish_1551393161, 484.329987, 190.000000, 34.821003, 31.131001, 18.821001, white rice; tofu; nuts
dish_1560367153, 117.181976, 254.000000, 6.299616, 13.828617, 10.151685, honeydew melons; onions; country rice; green onions; garlic; salt; olive oil; tofu; fish; cherry tomatoes; asparagus
dish_1550776854, 64.320000, 12.000000, 4.200000, 6.360000, 0.840000, potato chips
dish_1563220058, 146.639999, 52.000000, 6.240000, 16.639999, 6.240000, pepperoni pizza
dish_1558632799, 20.159000, 19.000000, 0.456000, 4.180000, 0.589000, corn on the cob
dish_1551396309, 273.899994, 77.000000, 20.150999, 18.945000, 8.970000, nuts; asparagus; tortilla
dish_1563305083, 1234.856323, 901.000000, 56.759739, 32.056351, 147.491821, chili; lettuce; shallots; broccoli; olive oil; parsley; chicken; blue cheese; beef; mixed greens; salt; carrot; walnuts; thyme; spinach (raw); eggplant; white rice; pepper; garlic; mustard; lemon juice; kale; wheat berry; green onions; soy sauce; orange juice; onions; tofu; vinegar
dish_1565034234, 43.750000, 175.000000, 0.525000, 8.750000, 3.150000, cauliflower
dish_1564083508, 276.261993, 225.000000, 18.447001, 6.015000, 22.819998, grilled chicken; olives; cherry tomatoes
dish_1551305257, 128.740005, 193.000000, 2.452000, 23.900999, 5.175000, corn; mushroom; oatmeal
dish_1567629081, 239.309998, 90.000000, 8.460000, 30.150002, 10.080000, cheese pizza
dish_1563391453, 239.656799, 307.000000, 14.443798, 9.727267, 26.858393, tomatillo; fish; jalapenos; cherry tomatoes; tomatoes; lemon juice; bell peppers; garlic; cilantro; lime; pepper; quinoa; arugula; squash; chicken thighs; olive oil; parsley; onions; cabbage; salt; hominy; chili
dish_1558373405, 13.600000, 40.000000, 0.080000, 3.200000, 0.320000, cantaloupe
dish_1551395022, 70.949997, 43.000000, 1.548000, 0.000000, 13.330000, chicken
dish_1562702007, 24.784069, 100.000000, 0.871068, 3.561408, 0.892431, cherry tomatoes; olive oil; squash; salt
dish_1563811611, 195.360001, 132.000000, 14.520000, 2.112000, 13.200000, scrambled eggs
dish_1566414924, 247.482193, 227.000000, 17.619051, 20.417046, 4.710957, mustard; olive oil; pecans; salt; garlic; roasted potatoes; blueberries; arugula; vinegar; chard; green beans
dish_1567801830, 265.072388, 201.000000, 11.296759, 27.443153, 13.996019, caesar salad; cheese pizza; bok choy; sugar; garlic; soy sauce; salt; pepper; white rice; roasted potatoes; pork
dish_1551391197, 39.599998, 40.000000, 0.120000, 0.080000, 9.599999, shrimp
dish_1563568025, 244.986359, 247.000000, 16.967199, 28.967131, 19.446245, fish; cherry tomatoes; salt; bok choy; wheat berry; olive oil; chard; parsley; kale; lemon juice; chive; garlic; shallots; corn on the cob
dish_1561575068, 421.936707, 436.000000, 17.683113, 16.640642, 49.570290, eggplant; thyme; lemon juice; rosemary; salt; white wine; basil; lettuce; chicken; cucumbers; cherry tomatoes; pepper; mushroom; oregano; wheat berry; olive oil; butter; onions; shallots; garlic; bell peppers; olives; vinaigrette; feta cheese; arugula; cream
dish_1551138312, 138.938004, 180.000000, 1.692000, 27.547001, 4.559000, pineapple; tomatoes; bread
dish_1557861795, 13.640000, 31.000000, 0.651000, 1.333000, 0.992000, caesar salad
dish_1563389153, 346.454468, 224.000000, 5.393479, 69.070702, 11.697627, olive oil; vinegar; arugula; chard; pepper; carrot; bulgur; mustard; salt; broccoli; pecans; garlic; blueberries
dish_1563216412, 172.449982, 205.000000, 0.714000, 36.610001, 5.238000, white rice; broccoli
dish_1561666923, 539.638550, 425.000000, 22.059612, 55.690098, 34.942749, lettuce; parsley; olive oil; soy sauce; rosemary; cucumbers; onions; brown rice; corn on the cob; vinegar; pepper; cheese pizza; chicken; chive; sugar; caesar salad; lemon juice; chard; pork; bok choy; cherry tomatoes; salt; garlic; mixed greens; basil; green beans; white rice; carrot; lime
dish_1565724235, 256.228790, 209.000000, 8.484778, 8.118172, 36.216827, spinach (raw); parsley; wheat berry; chicken; broccoli; salt; garlic; olive oil; lemon juice; thyme; shallots
dish_1551492790, 103.279999, 194.000000, 6.483000, 8.936001, 5.644000, tofu; olives; cauliflower
dish_1565897680, 770.448853, 405.000000, 63.736893, 16.571018, 37.930840, olive oil; wheat berry; mustard; mixed greens; garlic; lime; salt; lettuce; cauliflower; blue cheese; walnuts; green beans; steak; vinegar
dish_1565383128, 600.278931, 456.000000, 39.396999, 14.009000, 50.022999, parmesan cheese; cucumbers; vinaigrette; olives; chicken; spinach (raw)
dish_1551488197, 69.870003, 77.000000, 2.458000, 3.280000, 9.010999, ham; carrot; asparagus
dish_1559233445, 24.500000, 49.000000, 0.049000, 6.370000, 0.245000, pineapple
dish_1550769882, 200.129990, 192.000000, 9.096000, 19.914000, 9.930000, bacon; potatoes; cantaloupe
dish_1550789705, 225.000000, 90.000000, 13.500001, 0.000000, 23.400000, beef
dish_1563217804, 492.934601, 459.000000, 25.171036, 22.654509, 44.785770, cherry tomatoes; white rice; pork; parsley; arugula; zucchini; lemon juice; olive oil; cilantro; broccoli; lime; salt; mangos; garlic; jalapenos; onions; cucumbers; rosemary; mustard greens; tomatoes
dish_1563898084, 419.493378, 384.000000, 22.837477, 30.001255, 24.971926, bacon; milk; greek yogurt; blueberries; scrambled eggs; pineapple; chia seeds
dish_1557937427, 26.434999, 17.000000, 1.785000, 0.204000, 2.125000, eggs
dish_1558629041, 172.004013, 226.000000, 8.396000, 13.712000, 10.954000, eggs; strawberries; carrot; garden salad
dish_1566588066, 566.233398, 562.000000, 22.180496, 48.054741, 43.871033, carrot; pineapple; salt; thyme; olive oil; arugula; brown rice; pepper; salmon
dish_1565034661, 219.813263, 146.000000, 15.149511, 16.317738, 6.132204, lime; walnuts; mustard; olive oil; cucumbers; arugula; pepper; cherry tomatoes; lettuce; salt; mixed greens; onions; blueberries; vinegar; chard; cheese pizza
dish_1560973984, 171.213257, 195.000000, 6.510186, 25.909744, 6.088271, mustard; arugula; orange; pepper; salt; lime; raisins; olive oil; broccoli; pecans; wheat berry
dish_1558381943, 13.800000, 60.000000, 0.240000, 2.160000, 1.740000, spinach (raw)
dish_1565637548, 93.436127, 102.000000, 2.244349, 16.658640, 2.245049, pineapple; quinoa; olive oil
dish_1562168365, 70.000000, 140.000000, 0.140000, 18.199999, 0.700000, pineapple
dish_1551393021, 50.370003, 69.000000, 3.312000, 1.311000, 5.520000, tofu
dish_1558642458, 23.000000, 92.000000, 0.276000, 4.600000, 1.656000, cauliflower
dish_1564514953, 249.899155, 281.000000, 22.069691, 19.018438, 26.381748, artichokes; chive; salt; onions; olive oil; white beans; fish; pepper; arugula; carrot; bell peppers; lime; garlic; snow peas; parsley
dish_1550785599, 157.010010, 252.000000, 15.832000, 11.485001, 23.705000, carrot; mixed greens; fish
dish_1560456833, 351.583435, 378.000000, 23.920921, 38.113228, 31.095846, nopales; sour cream; broccoli; garlic; carrot; fish; jicama; olive oil; wild rice; parsley; salt; lime; chive; corn; pepper; arugula
dish_1566246573, 563.555054, 421.000000, 27.778999, 14.719999, 63.474003, broccoli; chicken; olives; mixed greens; feta cheese
dish_1561574600, 32.980392, 100.000000, 1.176471, 5.784314, 0.980392, salt; olive oil; eggplant
dish_1559848882, 143.062012, 254.000000, 0.360000, 37.441998, 1.228000, mandarin oranges; pears
dish_1563303298, 170.760071, 103.000000, 4.999781, 2.042296, 27.815535, salt; spinach (raw); wheat berry; olive oil; thyme; lemon juice; parsley; chicken; shallots; garlic
dish_1558639362, 156.179001, 342.000000, 1.420000, 37.420002, 3.902000, cauliflower; apple; carrot; corn on the cob
dish_1566488905, 82.308296, 86.000000, 2.097561, 15.102440, 0.839024, sweet potato; olive oil
dish_1551122871, 5.040000, 18.000000, 0.072000, 0.954000, 0.396000, mixed greens
dish_1566933180, 161.449524, 96.000000, 7.634025, 2.197063, 19.702276, salt; vinegar; olive oil; garlic; thyme; parsley; basil; arugula; brown rice; lemon juice; chicken thighs; radishes
dish_1558721272, 29.520000, 72.000000, 0.144000, 7.200000, 0.648000, carrot
dish_1550785526, 157.010010, 252.000000, 15.832000, 11.485001, 23.705000, carrot; mixed greens; fish
dish_1551492318, 130.349991, 79.000000, 2.844000, 0.000000, 24.490000, chicken
dish_1551305410, 80.599998, 62.000000, 0.186000, 17.360001, 1.674000, white rice
dish_1557862696, 19.250000, 77.000000, 0.231000, 3.850000, 1.386000, cauliflower
dish_1563464389, 91.970001, 17.000000, 7.140000, 0.238000, 6.290000, bacon
dish_1561749061, 302.860138, 360.000000, 16.033365, 21.472082, 19.745497, garlic; salmon; pepper; arugula; brown rice; cherry tomatoes; tatsoi; mustard; kale; lemon juice; parsley; celery root; mixed greens; honeydew melons; vinegar; thyme; olive oil; cucumbers; salt
dish_1568144855, 100.748169, 212.000000, 4.228533, 15.769691, 1.989856, cherry tomatoes; salt; carrot; onions; olives; olive oil; pepper
dish_1550708875, 248.870010, 41.000000, 22.140001, 8.610000, 8.200000, nuts
dish_1558544482, 38.189999, 67.000000, 0.201000, 9.380000, 0.469000, berries
dish_1563395415, 182.538498, 187.000000, 5.808602, 25.546873, 7.825210, carrot; broccoli; cheese pizza; salt; zucchini; olive oil; squash; pepper
dish_1550861605, 73.839996, 142.000000, 0.284000, 19.879999, 0.426000, apple
dish_1551492369, 214.849991, 199.000000, 9.450000, 6.880000, 26.086000, olives; cauliflower; chicken
dish_1551389458, 2312.459961, 7974.000000, 23.922001, 717.660034, 87.713997, lemon
dish_1561739649, 208.233551, 388.000000, 3.843097, 39.756126, 8.455999, sweet potato; broccoli; raspberries; granola; blackberries; mixed greens; vinaigrette
dish_1566414686, 646.176697, 407.000000, 22.089535, 20.808079, 86.652031, basil; garlic; lemon juice; thyme; rosemary; butter; wheat berry; mushroom; pepper; salt; shallots; roasted potatoes; olive oil; arugula; oregano; cream; chicken; white wine
dish_1568405214, 144.255814, 152.000000, 9.715363, 9.625490, 6.820557, mustard greens; olive oil; cucumbers; kale; tomatoes; salt; garlic; caesar dressing; croutons; vinegar; spinach (raw); parmesan cheese; mustard
dish_1559843492, 31.710001, 95.000000, 0.303000, 7.420000, 0.971000, broccoli; strawberries
dish_1559841950, 11.200000, 32.000000, 0.128000, 2.240000, 0.768000, broccoli
dish_1559238993, 61.559998, 108.000000, 0.324000, 15.120000, 0.756000, berries
dish_1558639849, 23.369999, 57.000000, 0.114000, 5.700000, 0.513000, carrot
dish_1561578570, 136.804855, 65.000000, 7.853771, 1.929112, 13.278779, millet; spinach (cooked); salt; onions; olive oil; vinegar; beef; shallots; bok choy
dish_1560788384, 111.198997, 242.000000, 0.847000, 14.035999, 12.947001, yogurt; strawberries
dish_1563464543, 386.369995, 319.000000, 22.577999, 27.534000, 18.902000, bacon; berries; watermelon; roasted potatoes; scrambled eggs
dish_1564429702, 39.500000, 158.000000, 0.474000, 7.900000, 2.844000, cauliflower
dish_1551224001, 33.540001, 78.000000, 0.234000, 7.020000, 2.652000, brussels sprouts
dish_1564686740, 399.804565, 221.000000, 21.228470, 40.114349, 13.199510, olive oil; olives; pepper; cherry tomatoes; lettuce; cheese pizza; mixed greens; lime; salt; vinegar; onions; cucumbers
dish_1550797130, 82.099998, 189.000000, 0.779000, 19.552002, 1.826000, apple; broccoli; tomatoes
dish_1558547068, 2.530000, 11.000000, 0.044000, 0.396000, 0.319000, spinach (raw)
dish_1551563550, 30.660000, 42.000000, 2.016000, 0.798000, 3.360000, tofu
dish_1563307519, 574.115173, 335.000000, 30.811615, 18.411123, 51.720291, olive oil; salt; vinegar; soy sauce; beef; white rice; chili; broccoli; garlic; green onions; onions; carrot; kale; orange juice
dish_1550708638, 273.339996, 175.000000, 18.665001, 11.264000, 15.575001, pineapple; cheese; scrambled eggs
dish_1551232851, 31.500000, 126.000000, 0.378000, 6.300000, 2.268000, cauliflower
dish_1563391922, 24.440001, 104.000000, 0.381333, 4.541334, 1.525333, broccoli; squash; zucchini
dish_1565811529, 116.842033, 104.000000, 10.860431, 4.392354, 2.101721, garlic; salt; mustard; olive oil; blueberries; vinegar; spinach (raw); radishes
dish_1550711488, 65.700005, 90.000000, 4.320000, 1.710000, 7.200000, tofu
dish_1559846504, 126.172005, 233.000000, 0.329000, 32.792000, 1.572000, broccoli; pears
dish_1558116298, 854.690979, 368.000000, 62.372002, 48.107002, 35.868004, cantaloupe; almonds; grapes; sausage
dish_1561574815, 74.852959, 89.000000, 6.637806, 3.246844, 1.653304, olive oil; blueberries; vinaigrette; walnuts; salt; cucumbers; onions; olives; feta cheese; arugula; vinegar; chard; pepper; cherry tomatoes; bell peppers; lettuce; mustard
dish_1567022296, 425.410004, 444.000000, 10.966000, 18.481001, 61.859001, cherry tomatoes; onions; olives; bell peppers; carrot; chicken
dish_1551493123, 40.260002, 66.000000, 0.330000, 9.900001, 0.726000, kiwi
dish_1559751710, 37.619999, 66.000000, 0.198000, 9.240000, 0.462000, berries
dish_1550707578, 345.671997, 265.000000, 13.270000, 37.984001, 18.243999, scrambled eggs; oatmeal; bread
dish_1560444815, 495.119995, 571.000000, 26.717999, 40.627998, 25.660000, honeydew melons; watermelon; scrambled eggs; bacon; pineapple
dish_1551233708, 108.814003, 41.000000, 1.722000, 17.343000, 5.535000, bread
dish_1557863170, 129.820007, 142.000000, 11.426001, 8.233999, 2.266000, avocado; spinach (raw); cucumbers; olives
dish_1561753589, 138.761963, 78.000000, 7.040133, 3.070802, 14.485127, arugula; brown rice; salt; pepper; thyme; salmon; olive oil
dish_1550873044, 45.900002, 135.000000, 0.270000, 10.800000, 1.080000, cantaloupe
dish_1551378955, 85.000000, 125.000000, 1.750000, 15.000000, 3.000000, oatmeal
dish_1558372525, 242.802002, 42.000000, 20.790001, 9.534000, 9.408000, almonds
dish_1567020091, 236.805176, 238.000000, 22.449144, 11.681914, 16.441938, fish; chive; walnuts; garlic; shallots; kale; arugula; vinegar; blueberries; cherry tomatoes; salt; brussels sprouts; olive oil; parsley; lemon juice; mustard; chard; wheat berry; pepper
dish_1560454562, 318.821899, 299.000000, 26.924074, 24.928850, 26.887257, corn; arugula; green beans; fish; vinegar; cherry tomatoes; wild rice; pepper; olive oil; cucumbers; chive; sour cream; garlic; carrot; jicama; parsley; nopales; lime; salt; mixed greens
dish_1558639555, 156.049011, 320.000000, 1.278000, 38.180000, 2.725000, cantaloupe; corn on the cob; carrot; apple
dish_1551379654, 230.139999, 172.000000, 12.226000, 22.008001, 10.314000, cantaloupe; banana; cheese
dish_1563551134, 246.919983, 173.000000, 5.962000, 29.723001, 16.810400, bagels; cream cheese; egg whites
dish_1560802730, 101.702484, 64.000000, 2.801806, 2.269710, 16.082962, olive oil; chickpeas; kale; lemon juice; bulgur; salt; parsley; cherry tomatoes; pepper; spinach (raw); thyme; garlic; chicken breast; parmesan cheese; wheat berry
dish_1551225467, 63.000000, 70.000000, 9.099999, 0.000000, 12.880000, fish
dish_1561580608, 20.250000, 81.000000, 0.243000, 4.050000, 1.458000, cauliflower
dish_1560444701, 51.000004, 170.000000, 0.340000, 12.919999, 1.020000, watermelon
dish_1566316525, 223.888092, 83.000000, 20.465044, 2.697224, 7.660691, olive oil; bacon; radishes; vinegar; bell peppers; garlic; salt; cucumbers; mustard
dish_1565799507, 74.651711, 78.000000, 1.902439, 13.697562, 0.760976, sweet potato; olive oil
dish_1551227628, 81.309998, 243.000000, 0.701000, 16.920002, 5.846000, bell peppers; brussels sprouts; cauliflower
dish_1566244815, 29.375999, 144.000000, 0.144000, 5.616000, 3.168000, asparagus
dish_1564590146, 141.005844, 205.000000, 3.119219, 27.632782, 1.684488, watermelon; sweet potato; olive oil
dish_1550713114, 425.690033, 218.000000, 34.531002, 19.782000, 17.199001, tomatoes; nuts; tofu
dish_1565109637, 172.644882, 253.000000, 2.610683, 17.620319, 16.817074, sweet potato; olive oil; egg whites
dish_1551235240, 317.286011, 111.000000, 15.404000, 26.206001, 18.022999, cheese; mixed greens; bread
dish_1551235699, 324.500000, 262.000000, 16.138000, 21.580999, 23.791998, beef; orange; cheese
dish_1551307170, 20.639999, 48.000000, 0.144000, 4.320000, 1.632000, brussels sprouts
dish_1551303437, 224.750000, 178.000000, 0.738000, 32.790001, 20.697001, shrimp; white rice; bean(seed)
dish_1551392424, 61.969997, 119.000000, 1.737000, 9.758000, 3.619000, berries; tofu; asparagus
dish_1551316878, 145.399994, 188.000000, 0.430000, 32.500000, 4.220000, brussels sprouts; white rice; orange
dish_1566414611, 105.599998, 64.000000, 2.304000, 0.000000, 19.840000, chicken
dish_1567021799, 93.818130, 76.000000, 8.914966, 3.059988, 1.823886, pepper; vinegar; arugula; chard; blueberries; mustard; olive oil; walnuts; salt
dish_1559844657, 122.110001, 167.000000, 0.248000, 29.200001, 2.287000, potatoes; grapes
dish_1558376874, 335.298004, 58.000000, 28.710001, 13.166000, 12.992001, almonds
dish_1551232627, 65.699997, 73.000000, 9.490000, 0.000000, 13.432000, fish
dish_1562699699, 372.112732, 217.000000, 19.353060, 20.778339, 26.857891, bok choy; millet; vinegar; spinach (raw); shallots; onions; cucumbers; olive oil; garlic; mustard; salt; quinoa; sun dried tomatoes; beef; brown rice; spinach (cooked)
dish_1550773995, 223.019989, 285.000000, 0.754000, 55.550003, 3.298000, potatoes; berries; banana
dish_1558721669, 24.250000, 97.000000, 0.291000, 4.850000, 1.746000, cauliflower
dish_1565638599, 368.698364, 279.000000, 15.762370, 23.103624, 32.858444, parmesan cheese; arugula; white rice; garlic; parsley; onions; olive oil; green beans; pork; wheat berry; spinach (raw); chicken breast; cherry tomatoes; quinoa; salt; rosemary; zucchini; thyme
dish_1550709028, 370.170013, 149.000000, 27.834000, 15.090000, 19.259998, bell peppers; nuts; beef
dish_1558640294, 42.400002, 184.000000, 0.368000, 9.554000, 1.598000, cantaloupe; cherry tomatoes
dish_1559149615, 124.429993, 23.000000, 9.660000, 0.322000, 8.510000, bacon
dish_1550873303, 205.649994, 225.000000, 8.244000, 14.310000, 20.150002, chicken; cantaloupe; avocado
dish_1558640238, 22.680000, 126.000000, 0.252000, 4.914000, 1.134000, cherry tomatoes
dish_1551323866, 40.590000, 41.000000, 0.123000, 0.082000, 9.840000, shrimp
dish_1563295400, 402.984802, 269.000000, 24.849030, 26.972351, 18.609489, broccoli; yam; sweet potato; scrambled eggs; olive oil; bacon
dish_1559332795, 39.368401, 39.000000, 3.721487, 1.441863, 0.531219, cucumbers; olive oil; salt; mixed greens; lime; lettuce; pepper; cherry tomatoes; vinegar; onions
dish_1558722707, 19.260000, 107.000000, 0.214000, 4.173000, 0.963000, cherry tomatoes
dish_1560369008, 223.801331, 146.000000, 10.548676, 15.552691, 15.850163, pork; brown rice; shallots; mixed greens; carrot; broccoli; salt; lemon juice; basil; parsley; vinegar; cherry tomatoes; pepper; arugula; white rice; garlic; lettuce; mustard; pumpkin seeds; olive oil; onions; caesar salad
dish_1559233144, 398.063995, 198.000000, 29.666000, 3.722000, 27.729000, garden salad; scrambled eggs; bacon
dish_1563205903, 101.239998, 122.000000, 3.674000, 1.659000, 13.600000, chicken apple sausage; egg whites
dish_1558380464, 277.488007, 48.000000, 23.760000, 10.896000, 10.752001, almonds
dish_1565195362, 98.578537, 103.000000, 2.512195, 18.087807, 1.004878, sweet potato; olive oil
dish_1556575386, 103.299995, 152.000000, 6.882000, 10.618000, 2.868000, olives; brussels sprouts; celery
dish_1567023262, 72.320000, 64.000000, 6.016000, 3.008000, 2.048000, greek salad
dish_1560887480, 668.084106, 374.000000, 30.156406, 53.686604, 43.585083, onions; caesar dressing; pizza; kale; broccoli; beef; vinegar; parmesan cheese; eggplant; olive oil; orange juice; salt; chili; garlic; soy sauce; white rice; croutons; green onions
dish_1564601600, 600.798035, 434.000000, 34.061848, 39.350670, 36.421764, buttermilk; chicken; flour; lemon juice; thyme; vegetable oil; parsley; garlic; olive oil; brussels sprouts; pepper; roasted potatoes; turnips; salt
dish_1561740385, 99.374557, 139.000000, 6.882791, 9.440247, 1.758757, radishes; salt; broccoli; olive oil; mustard; cucumbers; vinegar; strawberries; garlic; bell peppers
dish_1550791105, 47.880001, 84.000000, 0.252000, 11.760000, 0.588000, berries
dish_1563996596, 39.599998, 90.000000, 1.890000, 3.870000, 2.880000, caesar salad
dish_1551492866, 26.879999, 28.000000, 0.420000, 5.880000, 0.952000, corn
dish_1558724799, 142.669998, 352.000000, 1.007000, 34.330002, 4.593000, cauliflower; apple; broccoli
dish_1560366963, 7.560000, 42.000000, 0.084000, 1.638000, 0.378000, cherry tomatoes
dish_1563984835, 603.979248, 461.000000, 38.404388, 22.673515, 42.219002, vinaigrette; raspberries; blackberries; mixed greens; granola; scrambled eggs; salsa; chicken apple sausage
dish_1560366460, 330.740997, 255.000000, 20.443512, 9.966405, 27.040800, basil; chard; vinegar; arugula; eggplant; broccoli; salt; walnuts; olive oil; onions; blueberries; pork; garlic; brown rice; cherry tomatoes; pepper; asparagus; shallots; lemon juice; mustard; parsley
dish_1551488691, 32.330002, 53.000000, 0.265000, 7.950000, 0.583000, kiwi
dish_1562010266, 581.033081, 284.000000, 34.783100, 8.110199, 55.645042, olive oil; mayonnaise; wheat berry; pork; pepper; salt; cabbage; carrot; garlic; lemon juice; parsley; jalapenos
dish_1560369122, 92.058571, 183.000000, 5.250934, 10.457476, 2.884234, garlic; asparagus; salt; mustard; olive oil; blueberries; spinach (raw); radishes; vinegar; honeydew melons
dish_1566402041, 231.919998, 446.000000, 0.892000, 3.122000, 44.600002, egg whites
dish_1564605293, 404.167999, 152.000000, 14.287999, 50.920002, 17.024000, cheese pizza
dish_1565021185, 481.503418, 296.000000, 28.395676, 30.147346, 26.921808, waffles; olive oil; salt; turnips; egg whites; sausage; pepper; tofu
dish_1550860307, 43.279999, 8.000000, 3.360000, 0.112000, 2.960000, bacon
dish_1558638137, 60.839996, 117.000000, 0.234000, 16.379999, 0.351000, apple
dish_1562787983, 56.760002, 149.000000, 1.457000, 9.663000, 2.656000, caesar salad; cantaloupe
dish_1551390382, 147.100006, 165.000000, 2.513000, 12.760000, 19.107000, broccoli; kiwi; chicken
dish_1561751958, 381.226379, 293.000000, 19.166792, 10.987133, 37.790176, arugula; brown rice; squash; salmon; pepper; salt; olive oil; thyme
dish_1563913741, 353.062378, 292.000000, 14.037527, 44.293163, 14.324348, cucumbers; salt; cheese pizza; figs; mustard; green beans; olive oil; fried rice; chard; spinach (raw); vinegar; cherry tomatoes; caesar salad
dish_1558640748, 14.500000, 58.000000, 0.174000, 2.900000, 1.044000, cauliflower
dish_1562617395, 185.899994, 125.000000, 8.070000, 20.610001, 8.840000, caesar salad; pepperoni pizza
dish_1566502472, 132.919037, 119.000000, 7.735376, 15.924625, 3.416664, sun dried tomatoes; garlic; olive oil; mustard; cucumbers; vinegar; spinach (raw); onions; corn on the cob; salt
dish_1562691000, 326.621704, 349.000000, 17.551828, 27.178827, 16.561340, olive oil; pineapple; berries; broccoli; scrambled eggs
dish_1565119739, 396.804047, 461.000000, 15.774881, 41.558456, 25.650156, olive oil; onions; salt; kale; zucchini; shallots; spinach (cooked); millet; bok choy; beef; wheat berry; chard; chayote squash; vinegar
dish_1565728453, 293.899658, 140.000000, 11.317793, 17.914080, 28.208755, shallots; garlic; olive oil; vinegar; beef; millet; salt; cheese pizza; onions; lemon juice; parsley; thyme; wheat berry; spinach (raw); bok choy; spinach (cooked); chicken
dish_1564169298, 187.076355, 299.000000, 7.090506, 25.310051, 8.460101, lemon juice; kale; tatsoi; parsley; garlic; sandwiches; salt; pepper; watermelon; cucumbers
dish_1551382149, 782.096008, 134.000000, 4.372000, 150.316010, 75.929993, oatmeal; asparagus; white rice
dish_1563909951, 180.602646, 188.000000, 15.631252, 9.266831, 3.663664, garlic; salt; olive oil; mustard; spinach (raw); vinegar; green beans; blueberries; radishes
dish_1566501041, 279.317993, 194.000000, 20.279001, 12.239000, 14.899000, olives; carrot; spinach (raw); parmesan cheese
dish_1562008842, 355.759705, 294.000000, 24.022318, 17.568413, 19.549057, parsley; mixed greens; garlic; olive oil; mustard; shallots; mayonnaise; chard; vinegar; cabbage; olives; pepper; quinoa; pears; salt; goat cheese; carrot; thyme; arugula; pecans; blueberries; lemon juice; pork; cauliflower; wheat berry; jalapenos
dish_1551316788, 32.900002, 70.000000, 0.070000, 8.400000, 0.630000, orange
dish_1566414754, 755.496277, 533.000000, 33.023949, 28.348515, 98.857841, pepper; roasted potatoes; shallots; green onions; country rice; lemon juice; rosemary; butter; wheat berry; mushroom; cream; arugula; onions; fish; green beans; salt; garlic; olive oil; thyme; basil; oregano; chicken; white wine
dish_1551142509, 49.279999, 64.000000, 0.064000, 10.880000, 1.280000, potatoes
dish_1551225281, 122.084000, 46.000000, 1.932000, 19.458000, 6.210000, bread
dish_1561575996, 290.976196, 128.000000, 15.850189, 17.013613, 19.330734, vinegar; parmesan cheese; millet; bok choy; olives; beef; cheese pizza; salt; shallots; spinach (cooked); onions; olive oil
dish_1561578603, 180.514832, 96.000000, 9.961771, 7.509113, 13.929778, olive oil; onions; salt; roasted potatoes; spinach (cooked); shallots; bok choy; millet; beef; vinegar
dish_1563567978, 118.963120, 114.000000, 13.726029, 3.876400, 15.666928, garlic; shallots; salt; lemon juice; kale; parsley; chard; olive oil; wheat berry; chive; cherry tomatoes; fish
dish_1561576051, 367.885284, 179.000000, 19.007559, 22.600353, 25.634586, chicken; beef; garlic; butter; arugula; wheat berry; cream; olive oil; thyme; rosemary; salt; white wine; roasted potatoes; pepper; olives; millet; parmesan cheese; vinegar; mushroom; oregano; basil; lemon juice; bok choy; onions; cheese pizza; spinach (cooked); shallots
dish_1565638287, 357.934662, 175.000000, 19.853895, 6.478800, 35.728153, pork; arugula; white rice; garlic; salt; rosemary; zucchini; parsley; onions; olive oil
dish_1561753371, 221.257736, 103.000000, 11.171755, 10.944118, 19.031263, olive oil; chicken thighs; cheese; tomatoes; garlic; chili; salt; cilantro; tortilla; onions
dish_1563393182, 35.230003, 193.000000, 0.432667, 6.652667, 2.480667, zucchini; broccoli; squash; cucumbers
dish_1551139415, 21.420000, 63.000000, 0.126000, 5.040000, 0.504000, cantaloupe
dish_1563389600, 451.428009, 264.000000, 29.046000, 2.924000, 44.473999, grilled chicken; cherry tomatoes
dish_1568061272, 380.394043, 415.000000, 11.045062, 45.304302, 25.763874, quinoa; chicken breast; wheat berry; parmesan cheese; spinach (raw); olive oil; garlic; thyme; cherry tomatoes; salt; cheese pizza; pepper; pineapple; squash; brussels sprouts
