,Age,Attrition,BusinessTravel,DailyRate,Department,Education,JobRole,DistanceFromHome,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,WorkLifeBalance
680,47,No,Travel_Rarely,523,S,a,l,4,3,M,51,3,2,2,Married,9343,11131,2,Y,Yes,7,2,80,3
681,41,No,Non-Travel,498,R,e,s,4,2,F,49,5,2,3,Married,11034,8473,2,Y,No,17,2,80,3
682,43,No,Non-Travel,487,R,e,s,5,4,F,48,4,2,4,Single,10319,9113,2,Y,Yes,12,3,80,4
683,53,No,Non-Travel,498,T,e,c,3,2,F,49,4,1,5,Married,10655,10751,3,Y,No,4,3,80,1
684,60,No,Non-Travel,515,T,e,c,4,4,F,50,3,3,3,Married,7883,10170,3,Y,No,7,1,80,3
685,39,No,Non-Travel,499,T,e,c,6,4,M,47,3,2,2,Married,10577,10542,3,N,No,11,3,80,1
686,56,No,Non-Travel,521,T,e,c,5,5,F,47,3,3,5,Married,8923,9241,5,Y,No,7,2,80,1
687,30,No,Non-Travel,490,S,a,l,5,4,M,49,3,3,5,Married,10308,9089,3,Y,No,7,3,80,2
688,45,No,Non-Travel,488,R,e,s,3,5,F,52,4,3,4,Divorced,8654,11227,2,N,Yes,5,4,80,3
689,27,No,Non-Travel,497,S,a,l,5,5,F,50,4,1,5,Divorced,11057,9425,3,Y,No,15,3,80,3
690,47,Yes,Non-Travel,499,S,a,l,4,5,F,49,3,3,4,Single,9087,11147,2,Y,No,6,3,80,2
691,45,No,Non-Travel,489,R,e,s,7,3,F,51,4,1,4,Married,10464,10322,2,Y,No,12,2,80,2
692,40,No,Non-Travel,505,S,a,l,3,5,F,49,4,1,5,Married,9063,9707,3,Y,No,3,2,80,2
693,58,No,Non-Travel,491,T,e,c,1,4,F,50,2,3,4,Divorced,10439,9800,1,Y,No,11,2,80,3
694,21,No,Travel_Frequently,488,S,a,l,4,4,F,45,3,1,2,Divorced,9018,10162,4,Y,No,14,2,80,1
695,37,No,Travel_Rarely,509,T,e,c,6,4,M,49,4,2,5,Single,9419,9724,3,N,No,16,1,80,2
696,53,No,Travel_Frequently,502,S,a,l,7,4,F,47,5,2,5,Single,9204,11779,3,Y,Yes,11,2,80,3
697,33,No,Non-Travel,502,T,e,c,4,4,F,50,2,3,5,Married,10788,9711,2,Y,Yes,6,2,80,2
698,46,No,Non-Travel,521,S,a,l,2,3,M,51,3,2,5,Divorced,9769,9878,4,Y,No,9,3,80,3
699,49,Yes,Non-Travel,497,R,e,s,2,4,M,49,4,3,2,Divorced,9156,9109,3,Y,No,12,2,80,3
700,49,No,Non-Travel,480,S,a,l,5,3,F,53,3,1,2,Divorced,9842,9870,3,Y,Yes,8,2,80,2
701,35,No,Travel_Frequently,499,S,a,l,4,4,M,50,3,3,5,Married,9633,9336,3,Y,Yes,5,3,80,1
702,51,No,Non-Travel,508,R,e,s,5,3,F,49,3,2,3,Married,9176,10067,3,Y,No,21,1,80,1
703,42,No,Non-Travel,496,S,a,l,0,4,M,49,5,1,3,Married,10163,9550,1,Y,No,14,3,80,2
704,44,No,Non-Travel,517,S,a,l,4,4,F,48,5,2,2,Divorced,9485,12586,2,Y,No,13,1,80,4
705,44,No,Non-Travel,505,S,a,l,4,4,M,46,5,1,5,Divorced,10840,10491,2,Y,No,1,3,80,1
706,18,No,Non-Travel,510,R,e,s,4,4,F,51,2,3,5,Single,9724,9411,0,Y,No,5,2,80,2
707,43,No,Non-Travel,500,S,a,l,6,2,F,52,4,3,4,Married,11987,10422,2,Y,Yes,11,4,80,3
708,54,No,Non-Travel,510,S,a,l,5,4,F,52,4,3,5,Married,8878,10229,1,Y,No,9,2,80,2
709,39,No,Non-Travel,497,S,a,l,2,2,M,46,2,3,4,Married,9433,9393,3,Y,No,2,3,80,1
710,33,No,Travel_Frequently,494,T,e,c,8,4,M,47,4,3,4,Divorced,7360,8935,1,Y,No,17,2,80,1
711,44,No,Travel_Rarely,496,T,e,c,1,4,M,52,5,1,3,Married,9230,10642,4,N,No,11,2,80,3
712,28,No,Travel_Frequently,497,R,e,s,2,4,M,50,2,1,5,Married,10297,9474,1,Y,No,14,3,80,3
713,36,No,Non-Travel,487,R,e,s,4,5,M,48,4,2,2,Married,9755,11755,2,Y,No,13,4,80,1
714,33,No,Non-Travel,493,T,e,c,8,3,F,47,4,3,5,Married,10708,10311,5,Y,No,17,3,80,1
715,65,No,Non-Travel,509,T,e,c,5,2,F,48,4,2,3,Married,9474,11126,2,Y,No,10,4,80,3
716,26,Yes,Non-Travel,502,T,e,c,8,3,M,48,2,3,4,Married,9822,9850,2,Y,No,9,2,80,1
717,16,No,Travel_Rarely,498,R,e,s,5,3,F,50,2,3,4,Married,7785,8380,3,Y,No,17,3,80,1
718,35,No,Non-Travel,493,R,e,s,2,4,F,49,3,3,2,Married,9057,10011,4,N,Yes,13,2,80,3
719,49,Yes,Non-Travel,507,S,a,l,4,3,M,50,3,1,5,Single,9850,10852,2,Y,No,14,2,80,2
720,44,No,Non-Travel,508,S,a,l,8,5,M,48,3,3,3,Single,10195,10304,1,Y,Yes,11,2,80,2
721,31,Yes,Non-Travel,495,R,e,s,3,4,F,48,3,1,5,Married,9255,11004,3,N,Yes,11,4,80,4
722,30,No,Non-Travel,512,T,e,c,5,4,M,48,3,3,4,Single,11529,10211,3,Y,No,11,1,80,3
723,58,No,Non-Travel,495,R,e,s,2,3,F,48,3,2,3,Married,9874,9523,1,Y,No,1,3,80,1
724,38,Yes,Non-Travel,512,T,e,c,3,4,F,46,3,2,4,Divorced,10503,9419,2,Y,No,1,4,80,1
725,47,No,Non-Travel,495,T,e,c,4,4,F,49,2,3,5,Single,8537,10156,4,Y,Yes,12,2,80,2
726,48,No,Travel_Frequently,485,R,e,s,6,3,M,50,4,2,5,Married,11365,10836,2,Y,No,13,1,80,3
727,48,Yes,Non-Travel,500,R,e,s,5,3,F,47,3,1,4,Single,9773,11262,1,Y,Yes,6,3,80,3
728,46,Yes,Non-Travel,499,S,a,l,6,2,M,45,5,2,3,Married,8180,7426,3,Y,No,0,4,80,1
729,39,Yes,Travel_Frequently,505,T,e,c,6,5,F,50,4,1,2,Married,11025,9568,1,Y,Yes,9,4,80,2
730,39,No,Non-Travel,484,S,a,l,6,3,F,49,4,3,3,Married,10958,9136,3,Y,Yes,7,2,80,1
731,29,No,Non-Travel,506,T,e,c,6,4,F,47,3,2,4,Divorced,11412,9637,3,Y,No,4,3,80,2
732,45,No,Non-Travel,503,R,e,s,6,4,F,45,4,2,2,Divorced,10204,8974,1,Y,No,8,4,80,2
733,42,Yes,Travel_Rarely,496,R,e,s,3,4,M,48,4,1,2,Married,10515,9271,4,Y,No,4,4,80,3
734,38,Yes,Non-Travel,495,S,a,l,6,3,F,51,4,3,5,Married,9270,11105,3,Y,No,19,2,80,2
735,51,No,Travel_Frequently,465,T,e,c,7,3,M,50,3,3,5,Single,8140,10982,3,Y,No,12,1,80,4
736,37,No,Non-Travel,506,T,e,c,6,4,F,49,3,2,2,Married,9512,10408,3,Y,No,12,1,80,3
737,32,No,Non-Travel,510,T,e,c,3,4,F,49,4,1,5,Single,10126,11378,2,Y,No,7,2,80,3
738,47,Yes,Non-Travel,505,T,e,c,3,4,F,49,2,1,3,Married,9532,9140,4,Y,No,6,2,80,2
739,55,No,Non-Travel,502,S,a,l,7,4,F,50,3,1,3,Married,9511,9032,3,Y,No,21,1,80,1
740,38,No,Non-Travel,483,S,a,l,4,2,F,51,3,3,4,Married,10529,8508,3,Y,Yes,6,4,80,1
741,45,No,Non-Travel,506,R,e,s,4,5,M,52,2,2,5,Married,11226,10101,4,Y,No,7,1,80,3
742,29,No,Non-Travel,499,S,a,l,1,4,F,52,4,1,3,Married,7783,9105,2,Y,Yes,2,2,80,2
743,42,No,Non-Travel,484,S,a,l,4,3,F,50,5,1,3,Married,10288,10764,3,Y,Yes,14,4,80,3
744,42,No,Non-Travel,503,S,a,l,2,3,M,50,4,2,2,Married,7947,10253,1,Y,Yes,13,3,80,1
745,38,No,Non-Travel,497,S,a,l,6,3,F,49,4,2,5,Married,8973,9664,3,Y,No,13,2,80,4
746,43,No,Non-Travel,497,T,e,c,4,5,M,49,4,3,4,Married,10110,11436,4,Y,No,13,3,80,3
747,42,No,Non-Travel,506,S,a,l,4,3,M,52,3,2,2,Married,9135,10448,3,Y,No,7,3,80,2
748,30,No,Non-Travel,506,T,e,c,4,3,F,47,3,2,5,Divorced,9755,9784,2,Y,No,7,1,80,3
749,50,No,Travel_Frequently,484,S,a,l,6,2,M,49,5,1,3,Married,9561,8410,2,Y,Yes,9,2,80,3
750,52,No,Non-Travel,510,T,e,c,6,4,M,49,3,3,3,Married,8358,9769,2,Y,No,14,1,80,3
751,28,No,Non-Travel,505,R,e,s,2,3,F,49,4,1,4,Married,12393,11148,3,Y,Yes,7,2,80,3
752,38,Yes,Non-Travel,491,S,a,l,5,2,F,48,4,1,3,Married,10958,11376,4,Y,Yes,8,4,80,4
753,51,No,Non-Travel,519,R,e,s,5,4,F,52,3,3,2,Married,10592,8626,2,Y,No,13,2,80,3
754,41,No,Travel_Rarely,514,T,e,c,4,4,F,50,4,1,5,Single,11227,8668,4,Y,Yes,5,2,80,3
755,61,No,Non-Travel,500,S,a,l,2,5,M,47,3,2,2,Married,11440,10909,3,Y,No,5,2,80,1
756,39,No,Non-Travel,479,R,e,s,7,4,F,48,2,3,4,Married,7736,9744,2,Y,No,8,2,80,2
757,46,No,Non-Travel,513,R,e,s,1,2,F,51,3,2,5,Married,11033,9913,1,Y,No,2,3,80,3
758,51,No,Non-Travel,509,T,e,c,4,3,M,46,4,3,3,Single,9021,9446,2,Y,No,11,3,80,4
759,52,No,Non-Travel,501,R,e,s,4,2,M,45,4,2,5,Married,10173,9116,5,Y,Yes,9,4,80,4
760,34,No,Travel_Frequently,492,S,a,l,6,2,F,49,4,3,3,Divorced,10028,9578,3,Y,No,5,1,80,3
761,20,No,Non-Travel,492,T,e,c,2,2,M,49,4,3,2,Single,9643,8762,3,Y,No,15,3,80,3
762,29,No,Non-Travel,496,R,e,s,6,3,M,52,4,3,5,Married,10796,7818,2,Y,Yes,3,4,80,2
763,41,No,Non-Travel,486,T,e,c,3,3,M,50,3,2,5,Married,10844,9580,3,Y,No,22,2,80,3
764,28,No,Non-Travel,487,T,e,c,4,3,F,50,3,3,4,Married,10114,9411,2,Y,Yes,10,3,80,4
765,39,No,Non-Travel,507,S,a,l,8,2,F,52,2,3,3,Married,10315,9117,2,Y,No,11,2,80,3
766,46,No,Non-Travel,489,T,e,c,6,3,M,49,4,1,2,Divorced,9778,9193,2,Y,No,9,3,80,2
767,18,Yes,Non-Travel,514,R,e,s,4,4,F,49,4,2,5,Divorced,10184,9497,3,Y,No,11,2,80,3
768,28,No,Non-Travel,506,T,e,c,7,4,F,49,4,1,2,Married,10240,10653,4,Y,Yes,3,2,80,4
769,53,No,Non-Travel,495,R,e,s,2,2,M,50,4,2,5,Single,10390,10864,3,Y,No,8,2,80,2
770,40,No,Non-Travel,509,R,e,s,7,4,M,48,4,3,5,Divorced,10605,10937,2,Y,Yes,13,4,80,3
771,42,No,Travel_Frequently,477,R,e,s,7,3,F,52,4,2,3,Married,8775,10194,2,Y,No,12,3,80,2
772,57,No,Non-Travel,498,R,e,s,3,3,M,49,4,1,5,Married,11465,10258,3,Y,No,11,3,80,3
773,48,No,Non-Travel,494,S,a,l,6,5,F,53,3,3,5,Married,9392,10520,4,N,No,10,1,80,4
774,35,Yes,Non-Travel,492,S,a,l,2,3,M,47,4,3,2,Single,8951,10630,4,Y,Yes,17,3,80,1
775,43,No,Non-Travel,499,S,a,l,5,2,F,46,4,1,4,Married,9541,8770,4,Y,Yes,7,4,80,4
776,45,No,Non-Travel,494,R,e,s,4,4,F,47,3,3,5,Married,10712,10935,2,Y,Yes,12,3,80,4
777,31,No,Non-Travel,509,T,e,c,5,3,M,50,5,2,5,Married,10078,9036,2,Y,No,19,2,80,1
778,45,No,Non-Travel,483,S,a,l,8,2,F,49,3,3,3,Married,9290,9056,3,Y,No,9,2,80,2
779,42,No,Travel_Frequently,508,S,a,l,2,3,F,48,2,3,5,Divorced,9747,10755,2,Y,Yes,10,4,80,2
780,54,Yes,Non-Travel,492,S,a,l,1,4,M,48,3,3,5,Married,10009,10445,2,N,No,10,3,80,3
781,42,No,Non-Travel,504,S,a,l,6,4,M,46,4,2,3,Divorced,10415,10531,2,Y,No,3,3,80,3
782,27,No,Non-Travel,515,S,a,l,1,5,F,51,4,3,3,Single,11130,10809,1,Y,No,1,4,80,2
783,59,No,Travel_Rarely,508,R,e,s,4,4,F,49,3,2,5,Divorced,10269,10267,2,Y,Yes,5,2,80,3
784,41,No,Non-Travel,512,S,a,l,4,4,F,50,3,1,4,Single,10791,11914,1,Y,No,10,3,80,3
785,43,No,Non-Travel,493,R,e,s,3,2,F,52,2,2,5,Single,11057,9373,4,Y,No,1,1,80,3
786,46,Yes,Non-Travel,497,S,a,l,1,4,M,48,3,1,3,Single,10330,10559,0,Y,Yes,9,1,80,3
787,52,No,Non-Travel,511,S,a,l,1,4,F,49,2,1,5,Married,12393,10484,4,Y,No,13,1,80,3
788,41,No,Travel_Frequently,524,T,e,c,7,4,F,50,2,2,5,Divorced,8373,11130,4,Y,No,10,2,80,3
789,52,No,Non-Travel,503,S,a,l,1,4,M,53,2,3,5,Married,9158,10693,3,Y,No,10,2,80,1
790,26,No,Non-Travel,497,T,e,c,3,3,F,50,5,3,4,Single,9151,9546,2,Y,No,15,3,80,2
791,40,No,Non-Travel,483,S,a,l,6,5,F,48,4,2,5,Married,9230,10936,2,Y,No,12,1,80,3
792,44,No,Non-Travel,501,T,e,c,3,3,M,48,2,2,4,Single,10471,9910,3,Y,Yes,15,3,80,2
793,35,No,Non-Travel,490,S,a,l,7,3,F,50,5,1,5,Married,9985,8688,0,Y,Yes,7,2,80,3
794,35,No,Non-Travel,501,S,a,l,4,4,F,48,2,1,5,Married,8745,9465,4,Y,No,7,1,80,2
795,52,No,Non-Travel,490,T,e,c,4,2,F,51,4,3,5,Married,10898,10252,2,Y,No,14,3,80,3
796,33,No,Non-Travel,511,S,a,l,5,3,F,49,4,2,5,Single,7843,9613,2,Y,No,7,1,80,2
797,51,No,Non-Travel,491,T,e,c,3,2,F,48,4,2,3,Single,8977,9304,2,Y,Yes,10,3,80,3
798,53,No,Non-Travel,491,T,e,c,3,2,F,51,4,3,2,Married,8825,10827,3,Y,No,1,1,80,1
799,35,Yes,Non-Travel,506,S,a,l,3,4,F,49,4,2,3,Married,10602,8886,1,Y,Yes,13,2,80,4
800,42,No,Non-Travel,516,R,e,s,6,4,F,52,4,2,3,Married,9139,10722,4,Y,No,11,1,80,3
801,59,No,Non-Travel,512,R,e,s,5,3,M,46,3,3,3,Married,11286,11661,2,Y,No,5,3,80,3
802,43,No,Non-Travel,524,R,e,s,3,2,F,53,3,3,3,Married,9906,10142,1,Y,No,3,3,80,4
803,43,No,Travel_Frequently,489,S,a,l,4,2,M,49,4,3,4,Married,9100,10019,2,Y,Yes,16,2,80,3
804,67,No,Travel_Frequently,507,S,a,l,8,2,F,52,4,3,4,Divorced,10546,11053,3,Y,No,17,4,80,3
805,61,No,Non-Travel,504,T,e,c,1,5,M,48,4,1,2,Married,10284,9076,1,Y,Yes,7,2,80,4
806,42,No,Non-Travel,494,T,e,c,5,4,F,46,3,2,5,Divorced,9349,9789,3,Y,No,15,1,80,2
807,49,No,Non-Travel,483,T,e,c,5,3,M,47,2,1,5,Married,11783,11055,2,Y,No,13,1,80,3
808,31,No,Travel_Frequently,489,R,e,s,3,2,F,51,2,3,3,Single,11106,9583,3,Y,No,0,3,80,2
809,48,No,Non-Travel,510,T,e,c,4,3,M,47,3,3,3,Divorced,10295,8781,2,Y,Yes,11,2,80,2
810,48,No,Non-Travel,493,S,a,l,2,2,M,50,4,3,3,Divorced,9202,9475,1,Y,No,13,3,80,3
811,46,No,Non-Travel,505,T,e,c,6,3,F,48,4,3,3,Married,11303,9880,3,Y,Yes,0,2,80,1
812,53,Yes,Non-Travel,506,T,e,c,3,5,F,51,3,1,5,Married,8931,9528,5,Y,No,16,1,80,3
813,44,Yes,Non-Travel,499,S,a,l,4,4,F,50,5,1,4,Married,9984,11732,2,Y,No,16,2,80,2
814,33,No,Travel_Frequently,509,T,e,c,6,2,M,50,4,3,3,Married,10787,10268,0,Y,Yes,12,3,80,3
815,51,No,Non-Travel,488,T,e,c,5,4,M,52,4,1,5,Married,9228,10903,2,Y,No,7,2,80,1
816,31,No,Non-Travel,500,S,a,l,3,3,F,49,4,2,3,Married,10763,8672,2,Y,No,8,3,80,3
817,44,No,Non-Travel,501,S,a,l,3,3,M,51,2,1,4,Divorced,11028,9977,2,Y,No,10,4,80,3
818,39,No,Non-Travel,500,S,a,l,0,2,M,51,4,1,3,Divorced,8159,9025,3,Y,Yes,21,3,80,3
819,45,No,Non-Travel,489,R,e,s,5,2,F,47,3,3,5,Single,8841,10826,2,Y,No,8,2,80,3
820,38,No,Non-Travel,486,T,e,c,8,3,F,49,3,3,3,Divorced,9777,10337,2,Y,No,1,3,80,3
821,37,Yes,Non-Travel,511,S,a,l,6,4,F,49,3,2,3,Married,9767,10931,3,Y,No,6,3,80,1
822,67,No,Non-Travel,489,T,e,c,4,2,M,50,5,1,2,Divorced,9561,8448,1,Y,Yes,4,2,80,4
823,44,No,Non-Travel,501,R,e,s,3,3,M,51,4,2,3,Divorced,9474,9646,2,Y,No,14,4,80,1
824,34,No,Non-Travel,502,R,e,s,6,5,M,51,4,1,3,Married,11626,10054,3,Y,Yes,23,3,80,3
825,59,No,Non-Travel,497,R,e,s,2,2,F,51,4,3,4,Married,11297,11484,1,Y,No,7,2,80,1
826,30,No,Non-Travel,491,R,e,s,6,5,F,47,3,3,5,Married,10611,12124,4,Y,No,6,1,80,3
827,41,No,Non-Travel,497,S,a,l,5,3,F,52,2,1,4,Single,10397,8807,3,Y,Yes,20,2,80,1
828,26,No,Travel_Rarely,499,T,e,c,4,3,M,49,4,3,2,Married,10387,8502,2,Y,Yes,8,2,80,1
829,50,Yes,Non-Travel,497,T,e,c,5,2,F,50,2,2,2,Married,11539,9897,3,Y,No,11,2,80,4
830,37,No,Non-Travel,505,R,e,s,2,3,M,52,5,3,4,Married,11748,12313,2,Y,Yes,18,2,80,2
831,29,Yes,Non-Travel,497,T,e,c,3,4,F,45,2,3,4,Married,9863,8604,0,Y,Yes,7,2,80,3
832,38,No,Non-Travel,493,S,a,l,8,3,M,49,2,2,4,Divorced,9310,10823,2,N,No,12,2,80,2
833,52,No,Non-Travel,503,R,e,s,5,3,F,51,5,3,3,Married,10655,8913,3,Y,Yes,16,2,80,1
834,55,No,Non-Travel,500,T,e,c,6,4,F,49,3,2,4,Single,9491,9174,3,Y,Yes,10,2,80,3
835,34,No,Travel_Rarely,493,S,a,l,4,3,F,50,4,3,4,Divorced,9401,8396,4,Y,No,13,2,80,3
836,27,No,Non-Travel,486,R,e,s,3,5,M,49,4,2,3,Single,10142,10344,3,Y,No,12,3,80,4
837,50,No,Non-Travel,508,T,e,c,4,2,F,49,4,2,2,Married,10123,9655,3,Y,No,6,3,80,1
838,47,Yes,Non-Travel,510,S,a,l,6,5,F,49,3,1,2,Married,11863,10910,1,Y,No,10,1,80,1
839,21,No,Non-Travel,506,T,e,c,3,4,F,49,2,3,3,Married,10232,9238,2,Y,No,2,3,80,3
840,38,No,Non-Travel,489,T,e,c,6,3,F,52,4,2,2,Married,10741,10452,4,Y,Yes,11,2,80,3
841,47,Yes,Non-Travel,496,S,a,l,5,4,M,47,4,1,2,Married,10603,9355,3,Y,Yes,6,2,80,3
842,72,No,Non-Travel,496,T,e,c,1,4,M,52,3,3,5,Married,9471,11567,4,Y,No,3,3,80,3
843,53,Yes,Non-Travel,498,R,e,s,4,2,M,51,3,1,5,Married,9912,11694,3,Y,Yes,19,2,80,4
844,56,No,Travel_Rarely,508,S,a,l,6,4,F,47,3,2,4,Married,10793,10985,4,Y,Yes,5,3,80,2
845,42,No,Non-Travel,491,S,a,l,4,4,F,50,3,3,5,Married,9414,10544,5,Y,No,20,3,80,1
846,31,No,Non-Travel,503,S,a,l,3,4,F,47,2,1,5,Divorced,10007,10388,2,Y,No,4,2,80,2
847,54,No,Non-Travel,496,R,e,s,3,2,M,47,4,3,5,Married,8793,10160,2,Y,No,11,1,80,3
848,50,Yes,Non-Travel,498,S,a,l,0,2,M,49,5,1,2,Single,9655,11125,3,Y,No,10,1,80,4
849,35,No,Non-Travel,487,R,e,s,2,2,F,51,4,3,2,Married,9701,10633,3,N,No,20,1,80,2
850,44,No,Non-Travel,498,T,e,c,4,3,M,49,2,2,5,Married,7784,9580,2,Y,Yes,14,1,80,2
851,56,No,Travel_Frequently,523,T,e,c,7,2,M,49,2,1,4,Married,10950,9430,1,Y,Yes,2,4,80,2
852,40,No,Non-Travel,526,S,a,l,6,4,M,47,2,2,4,Single,11475,11154,2,Y,No,15,2,80,3
853,55,Yes,Non-Travel,492,T,e,c,6,3,F,47,3,2,2,Married,9466,11685,3,Y,Yes,2,3,80,2
854,44,No,Non-Travel,504,S,a,l,3,4,M,49,5,1,3,Married,8568,8811,5,Y,Yes,12,2,80,3
855,34,No,Non-Travel,502,S,a,l,4,3,M,50,5,2,5,Single,10752,9448,2,Y,Yes,3,2,80,2
856,32,No,Travel_Frequently,504,S,a,l,3,4,F,46,5,2,3,Married,10333,10203,2,Y,Yes,9,2,80,3
857,37,No,Non-Travel,517,R,e,s,3,4,F,45,2,1,4,Divorced,8341,9736,1,Y,No,14,3,80,3
858,47,No,Non-Travel,507,S,a,l,6,2,F,46,2,2,3,Married,9048,10001,1,Y,Yes,16,4,80,1
859,47,No,Travel_Rarely,494,S,a,l,4,2,F,50,3,2,3,Married,10547,10142,4,Y,No,20,4,80,2
860,49,No,Travel_Frequently,489,S,a,l,5,4,M,48,2,3,4,Single,8638,10324,3,Y,No,12,3,80,2
861,45,No,Travel_Frequently,498,R,e,s,6,4,F,50,4,2,5,Married,11282,9675,2,Y,No,6,2,80,1
862,43,No,Non-Travel,492,T,e,c,4,4,F,51,3,2,2,Divorced,9415,9162,2,Y,No,14,2,80,2
863,54,No,Travel_Frequently,490,R,e,s,3,4,F,49,2,2,5,Single,8931,9930,2,Y,No,7,2,80,3
864,33,No,Non-Travel,485,R,e,s,6,4,F,46,4,2,4,Married,10336,8849,3,Y,No,11,1,80,3
865,24,No,Travel_Rarely,502,T,e,c,7,4,F,50,3,3,5,Divorced,10788,10152,0,Y,No,10,3,40,3
866,62,No,Non-Travel,519,R,e,s,5,2,M,49,4,1,2,Married,10126,10226,2,Y,No,5,3,80,1
867,45,No,Non-Travel,499,S,a,l,7,4,F,50,2,2,5,Divorced,9284,10081,2,Y,No,12,3,80,3
868,45,No,Non-Travel,486,S,a,l,7,4,F,48,3,3,2,Married,9822,9227,2,Y,Yes,5,2,80,3
869,38,No,Non-Travel,486,T,e,c,2,4,F,52,3,3,5,Married,9238,10080,2,Y,Yes,4,3,80,2
870,34,No,Non-Travel,501,T,e,c,3,2,M,50,3,1,4,Married,9745,8909,2,Y,No,6,2,80,2
871,47,Yes,Non-Travel,496,R,e,s,2,4,F,48,4,3,3,Married,10460,9841,3,Y,Yes,12,1,80,4
872,24,No,Non-Travel,502,R,e,s,8,3,M,48,4,3,3,Married,10654,11071,2,Y,No,14,2,80,1
873,20,Yes,Non-Travel,490,T,e,c,9,4,M,49,3,2,5,Married,10395,9505,5,Y,No,6,2,80,2
874,43,No,Non-Travel,505,R,e,s,3,5,F,46,4,2,2,Married,11023,10448,2,Y,No,6,2,80,3
875,24,No,Travel_Frequently,494,S,a,l,6,3,F,49,4,3,5,Married,10598,9200,3,Y,Yes,6,2,80,1
876,38,No,Non-Travel,495,R,e,s,6,5,F,49,3,2,4,Married,9793,9414,3,Y,No,13,2,80,1
877,49,No,Non-Travel,492,T,e,c,0,4,F,52,2,2,2,Married,10423,10578,1,Y,Yes,6,2,80,4
878,51,No,Non-Travel,500,R,e,s,0,3,M,47,3,2,5,Married,12584,9790,3,Y,No,16,2,80,2
879,44,No,Non-Travel,486,T,e,c,2,4,F,48,2,3,4,Married,8548,9669,2,Y,No,14,4,80,2
880,36,No,Non-Travel,495,T,e,c,1,4,F,50,2,2,4,Divorced,10127,9582,0,Y,No,11,2,80,3
881,21,No,Non-Travel,486,S,a,l,6,4,F,50,3,3,5,Married,9118,10486,3,Y,Yes,3,2,80,3
882,43,Yes,Non-Travel,517,T,e,c,1,3,F,51,5,1,5,Married,11275,8582,3,Y,Yes,10,2,80,1
883,42,Yes,Non-Travel,515,T,e,c,8,4,M,49,4,3,3,Divorced,9425,11956,2,Y,No,8,1,80,1
884,37,No,Travel_Frequently,506,S,a,l,2,4,M,45,2,2,2,Divorced,10661,9083,1,N,No,10,3,80,3
885,28,Yes,Non-Travel,493,T,e,c,2,2,M,48,4,1,5,Divorced,11054,10716,2,Y,Yes,12,3,80,3
886,41,No,Travel_Rarely,500,T,e,c,4,2,M,50,4,3,5,Married,9429,9771,3,Y,No,5,1,80,2
887,42,No,Travel_Frequently,500,T,e,c,4,4,M,52,3,1,4,Married,11507,10267,3,Y,No,7,4,80,2
888,46,No,Non-Travel,496,S,a,l,5,4,F,49,5,1,4,Married,10265,8685,4,Y,No,6,1,80,2
889,50,No,Non-Travel,491,T,e,c,5,2,M,48,4,3,4,Married,10906,10042,2,Y,No,4,2,80,3
890,43,No,Non-Travel,476,S,a,l,5,4,M,49,5,1,4,Single,10407,9683,2,Y,Yes,5,2,80,3
891,41,No,Non-Travel,508,T,e,c,5,4,F,53,2,1,2,Single,9852,10458,5,Y,Yes,12,3,80,1
892,36,No,Travel_Frequently,505,S,a,l,4,2,F,46,4,3,5,Divorced,10316,10459,3,Y,No,11,2,80,4
893,45,Yes,Non-Travel,492,T,e,c,5,5,F,48,4,3,4,Married,11759,9046,4,Y,No,8,3,80,1
894,50,No,Non-Travel,523,T,e,c,6,4,F,49,4,1,4,Single,11925,10317,4,Y,No,13,2,80,2
895,49,No,Non-Travel,503,T,e,c,1,4,F,48,4,1,4,Single,9873,11324,1,Y,Yes,6,4,80,3
896,39,No,Non-Travel,513,S,a,l,5,3,F,53,4,3,5,Married,11606,9885,3,Y,No,23,1,80,3
897,36,No,Non-Travel,486,S,a,l,4,2,F,48,3,3,5,Divorced,8957,9441,2,Y,No,14,2,80,2
898,31,No,Non-Travel,503,T,e,c,4,2,F,48,3,2,5,Married,11125,8983,5,Y,Yes,8,3,80,3
899,38,No,Non-Travel,505,S,a,l,3,4,M,51,4,2,3,Single,10906,9800,0,Y,No,5,3,80,2
900,34,No,Non-Travel,490,R,e,s,5,2,M,48,4,1,5,Married,11062,8823,2,Y,No,3,2,80,3
901,29,No,Non-Travel,479,T,e,c,7,4,F,49,3,2,3,Married,11577,10334,2,Y,No,3,1,80,3
902,35,No,Non-Travel,506,R,e,s,2,3,F,47,5,1,4,Married,11336,9372,2,Y,No,4,3,80,3
903,31,No,Non-Travel,500,S,a,l,7,4,F,51,5,1,4,Married,10357,8699,2,Y,Yes,8,2,80,3
904,47,No,Non-Travel,503,R,e,s,4,2,M,50,2,3,5,Married,10759,9878,3,Y,No,7,4,80,1
905,38,No,Non-Travel,502,T,e,c,9,4,M,47,3,3,4,Divorced,11631,9107,3,Y,Yes,7,3,80,1
906,36,No,Non-Travel,502,S,a,l,2,4,M,46,4,2,4,Divorced,10686,8933,2,Y,No,1,3,80,1
